"LATITUDE","total_hotspot","avg_brightness","avg_frp","max_frp"
-3.67783,1,331.89,73.73,73.73
-3.67778,1,332.64,4.89,4.89
-3.67693,1,332.64,2.01,2.01
-3.676,1,330.94,1.58,1.58
-3.67526,1,338.24,6.42,6.42
-3.67483,1,336.57,7.54,7.54
-3.67449,1,334.72,9.23,9.23
-3.67351,1,327.15,2.31,2.31
-3.67318,1,336.47,15.62,15.62
-3.67253,1,299.07,0.8,0.8
-3.67209,1,334.8,29.76,29.76
-3.67167,1,335.71,3.53,3.53
-3.67009,1,329.65,3.51,3.51
-3.66902,1,329.97,3.71,3.71
-3.66864,1,331.07,2.78,2.78
-3.66841,1,334.8,11.25,11.25
-3.66816,1,339.31,2.84,2.84
-3.66796,1,338.74,4.12,4.12
-3.66754,1,332.43,2.98,2.98
-3.66713,1,333.93,6.59,6.59
-3.6653,1,341.62,11.25,11.25
-3.66521,1,334.05,3.43,3.43
-3.66467,1,337.35,2.75,2.75
-3.66452,1,342.87,4.62,4.62
-3.66352,1,332.77,6.1,6.1
-3.66301,1,345.93,6.32,6.32
-3.66199,1,329.47,1.86,1.86
-3.66161,1,336.38,5.58,5.58
-3.66134,1,333.12,3.22,3.22
-3.66047,1,367,11,11
-3.65881,1,328.97,2.79,2.79
-3.65774,1,330.56,4.39,4.39
-3.65694,1,338.18,4.06,4.06
-3.65541,1,340.28,4.99,4.99
-3.65535,1,339.06,5.84,5.84
-3.65352,1,333.15,2.42,2.42
-3.65248,1,334.06,3.73,3.73
-3.65228,1,335.95,11.1,11.1
-3.64907,1,338.45,4.99,4.99
-3.64859,1,333.73,3.23,3.23
-3.64628,1,353.47,26.59,26.59
-3.64577,1,328.26,1.75,1.75
-3.63322,1,335.23,4,4
-3.6329,1,335.48,14.9,14.9
-3.63034,1,334.29,3.25,3.25
-3.62961,1,346.18,10.1,10.1
-3.62942,1,351.8,7.9,7.9
-3.62583,1,331.95,3.43,3.43
-3.62564,1,329.69,1.77,1.77
-3.62503,1,308.55,0.6,0.6
-3.62342,1,332.02,7.64,7.64
-3.62278,1,329.63,9.67,9.67
-3.61979,1,330.64,2.44,2.44
-3.61961,1,333.08,5.93,5.93
-3.61849,1,303.36,0.83,0.83
-3.6133,1,341.54,6.66,6.66
-3.61061,1,344.23,9.67,9.67
-3.60613,1,342.51,14.79,14.79
-3.60533,1,302.84,1.73,1.73
-3.60415,1,307.93,1.32,1.32
-3.60379,1,332.95,2.33,2.33
-3.60232,1,332.09,2.32,2.32
-3.60214,1,317.83,2.62,2.62
-3.60209,1,335.55,8.52,8.52
-3.59959,1,335.34,3.43,3.43
-3.59791,1,348.48,34.43,34.43
-3.59777,1,333.75,5.74,5.74
-3.59766,1,334.18,7.14,7.14
-3.59616,1,332.13,6.69,6.69
-3.59528,1,308.63,1.67,1.67
-3.59247,1,332.25,4.94,4.94
-3.58886,1,334.58,5.74,5.74
-3.58828,1,328.24,4.19,4.19
-3.58642,1,346.1,8.37,8.37
-3.58261,1,334.47,6.2,6.2
-3.58254,1,329.05,1.95,1.95
-3.58145,1,300.77,1.8,1.8
-3.58036,1,330.14,2.93,2.93
-3.57715,1,336.38,2.53,2.53
-3.57673,1,305.9,0.67,0.67
-3.57562,1,331.56,3.43,3.43
-3.57451,1,345.62,5.89,5.89
-3.57376,1,342.15,16.43,16.43
-3.5729,1,338.81,4.06,4.06
-3.57124,1,331.63,2.62,2.62
-3.56564,1,344.93,9.18,9.18
-3.56558,1,331.28,7.04,7.04
-3.56547,1,341.67,18.41,18.41
-3.56433,1,335.59,6.2,6.2
-3.56338,1,338.14,2.92,2.92
-3.55816,1,332.06,5.18,5.18
-3.55464,1,350.47,5.39,5.39
-3.55354,1,333.32,1.97,1.97
-3.55297,1,307.45,1.92,1.92
-3.55213,1,342.03,4.4,4.4
-3.55177,1,333.64,1.64,1.64
-3.55153,1,347.4,6.38,6.38
-3.54969,1,337.94,3.69,3.69
-3.54934,1,332.65,2.05,2.05
-3.54874,1,309.87,1.8,1.8
-3.54835,1,331.24,2.17,2.17
-3.54726,1,332.27,4.43,4.43
-3.54688,1,340.21,5.23,5.23
-3.54668,1,304.15,0.65,0.65
-3.54644,1,329.35,5.39,5.39
-3.54619,1,330.74,5.11,5.11
-3.54585,1,338.88,4.4,4.4
-3.54558,1,329.29,3.21,3.21
-3.54388,1,304.14,0.87,0.87
-3.54313,1,334.31,2.4,2.4
-3.54183,1,335.96,4.15,4.15
-3.54103,1,329.56,1.85,1.85
-3.53993,1,332.57,3.22,3.22
-3.53976,1,338.79,4.06,4.06
-3.5356,1,327.75,3.48,3.48
-3.53478,1,333.92,3.66,3.66
-3.5347,1,329.86,3.01,3.01
-3.53229,1,328.16,2.67,2.67
-3.53082,1,332.74,4.76,4.76
-3.52877,1,303.96,2.94,2.94
-3.52746,1,332.66,2.88,2.88
-3.52635,1,301.48,1.47,1.47
-3.52597,1,326.57,1.95,1.95
-3.52574,1,332.17,5.1,5.1
-3.52511,1,336.82,6.64,6.64
-3.52464,1,330.74,2.36,2.36
-3.52455,1,331.23,2.07,2.07
-3.52447,1,339.78,9.09,9.09
-3.52407,1,352.94,4.84,4.84
-3.52286,1,333.84,7.25,7.25
-3.51693,1,332.85,1.09,1.09
-3.51634,1,332.95,2.94,2.94
-3.51441,1,332.8,2.9,2.9
-3.51221,1,351.66,14.99,14.99
-3.51187,1,330.21,2.39,2.39
-3.51049,1,338.94,4.8,4.8
-3.50999,1,334.77,2.77,2.77
-3.50911,1,331.62,2.47,2.47
-3.50792,1,336.97,8.19,8.19
-3.5078,1,335.81,3.68,3.68
-3.50644,1,343.05,4.8,4.8
-3.50617,1,332.51,2.1,2.1
-3.50514,1,300.14,1.18,1.18
-3.50504,1,303.99,1.62,1.62
-3.50449,1,345.41,6.52,6.52
-3.50172,1,331.08,3.07,3.07
-3.50084,1,331.83,24.03,24.03
-3.5003,1,339.28,5.94,5.94
-3.50016,1,310.65,2.32,2.32
-3.49998,1,354.15,8.51,8.51
-3.49907,1,339.44,10.9,10.9
-3.49893,1,330.86,2.8,2.8
-3.4985,1,338.53,4.04,4.04
-3.49627,1,322.44,3.05,3.05
-3.49614,1,331.08,4.03,4.03
-3.49508,1,340.7,6.85,6.85
-3.49329,1,339.56,6.8,6.8
-3.49261,1,329.41,6.33,6.33
-3.49125,1,331.56,12.34,12.34
-3.49072,1,313.56,1.6,1.6
-3.49044,1,332.19,2.46,2.46
-3.48903,1,329.97,3.24,3.24
-3.48842,1,338.44,14.99,14.99
-3.48831,1,311.29,1.02,1.02
-3.48796,1,333.62,2.86,2.86
-3.48777,1,351.07,8.23,8.23
-3.48753,1,337.94,6.23,6.23
-3.48748,1,332.99,3.14,3.14
-3.48743,1,332.68,4.25,4.25
-3.48716,1,367,8.01,8.01
-3.48599,1,308.32,1.03,1.03
-3.48489,1,330.38,2.67,2.67
-3.48434,1,328.81,2.84,2.84
-3.48408,1,339.95,7.24,7.24
-3.48405,1,333.42,3.78,3.78
-3.48396,1,338.42,53.41,53.41
-3.48216,1,334.72,6.12,6.12
-3.48187,1,337.09,3.81,3.81
-3.48151,1,330.93,1.36,1.36
-3.48065,1,349.31,19.32,19.32
-3.47974,1,299.25,0.85,0.85
-3.47956,1,331.4,3.91,3.91
-3.47938,1,333,1.93,1.93
-3.47916,1,330.18,3.92,3.92
-3.47912,1,332.75,4.89,4.89
-3.47813,1,328.25,2.32,2.32
-3.47704,1,321.59,4.52,4.52
-3.477,1,305.24,0.63,0.63
-3.47587,1,344.38,7.3,7.3
-3.47316,1,329.4,3.6,3.6
-3.47252,1,310.46,1.9,1.9
-3.47194,1,308.71,1.31,1.31
-3.47177,1,302.94,1.53,1.53
-3.47073,1,341.53,11.86,11.86
-3.47048,1,347.66,11.66,11.66
-3.46786,1,299.28,1.78,1.78
-3.46706,1,337.5,4.71,4.71
-3.46699,1,302.86,1.47,1.47
-3.4668,1,332.63,3.58,3.58
-3.46644,1,348.37,5.97,5.97
-3.46437,1,337.12,7.91,7.91
-3.46409,1,352.07,5.25,5.25
-3.46343,1,333.74,5.08,5.08
-3.46342,1,351.24,19.32,19.32
-3.46322,1,334.95,2.75,2.75
-3.46224,1,335.31,1.78,1.78
-3.46179,1,329.31,2.79,2.79
-3.46068,1,335.61,6.95,6.95
-3.45715,1,310.96,2.21,2.21
-3.45655,1,331.57,4.5,4.5
-3.45546,1,330.5,1.67,1.67
-3.45532,1,336.25,2.72,2.72
-3.45419,1,332.22,3.46,3.46
-3.45121,1,307.41,0.79,0.79
-3.45072,1,333.16,24.81,24.81
-3.44968,1,302.42,1.1,1.1
-3.44898,1,296.2,1.14,1.14
-3.44864,1,338.83,5.99,5.99
-3.44442,1,335.43,6.48,6.48
-3.44432,1,344.67,8.11,8.11
-3.44415,1,333.97,3.96,3.96
-3.44305,1,339.78,6.07,6.07
-3.44278,1,331.76,4.89,4.89
-3.44055,1,336.6,10.44,10.44
-3.43692,1,333.66,4.21,4.21
-3.4363,1,331.65,3.45,3.45
-3.43554,1,337.59,5.46,5.46
-3.43532,1,301.75,1.6,1.6
-3.43464,1,334.75,10.34,10.34
-3.43433,1,335.38,3.96,3.96
-3.43423,1,339.08,13.53,13.53
-3.43364,1,367,7.89,7.89
-3.43235,1,333.77,4.69,4.69
-3.43215,1,340.67,9.28,9.28
-3.43067,1,331.88,3.3,3.3
-3.42976,1,300.74,1.42,1.42
-3.42859,1,329.93,5.34,5.34
-3.42698,1,331.72,5.82,5.82
-3.42642,1,342.15,5.61,5.61
-3.42624,1,334.39,6.5,6.5
-3.42515,1,342.69,14.47,14.47
-3.42504,1,332.67,4.88,4.88
-3.42495,1,311.59,1.07,1.07
-3.42485,1,340.3,5.81,5.81
-3.42468,1,367,19.47,19.47
-3.42383,1,322.25,1.52,1.52
-3.42345,1,330.93,8.34,8.34
-3.42198,1,332.73,2.55,2.55
-3.4215,1,336.09,23.74,23.74
-3.42063,1,326.49,3.58,3.58
-3.42041,1,309.74,1.01,1.01
-3.41927,1,309.17,0.8,0.8
-3.4182,1,323.71,11.38,11.38
-3.41627,1,314.18,1.73,1.73
-3.41583,1,309.26,1.01,1.01
-3.41535,1,303.94,0.63,0.63
-3.41519,1,303.24,2.2,2.2
-3.41409,1,337.45,4.19,4.19
-3.41384,1,334.33,4.89,4.89
-3.41242,1,335.02,4.46,4.46
-3.41232,1,334.42,3.25,3.25
-3.41167,1,331.09,3.67,3.67
-3.41106,1,333.46,1.76,1.76
-3.41088,1,333.24,3.42,3.42
-3.40995,1,330.54,2.33,2.33
-3.4089,1,338.6,3.39,3.39
-3.40788,1,333.76,3.38,3.38
-3.40749,1,342.83,4.95,4.95
-3.40535,1,311.07,2.66,2.66
-3.4031,1,333.51,4.08,4.08
-3.40059,1,331.1,2.24,2.24
-3.39948,1,340.65,5.34,5.34
-3.39701,1,331.3,22.55,22.55
-3.39676,1,319.93,1.8,1.8
-3.39649,1,340.95,4.54,4.54
-3.39504,1,335.16,14.16,14.16
-3.3945,1,343.99,7.99,7.99
-3.39446,1,335.23,4.9,4.9
-3.39418,1,336.12,3.6,3.6
-3.39223,1,343.9,33.14,33.14
-3.39163,1,341.62,18.89,18.89
-3.39115,1,348.19,11.99,11.99
-3.3905,1,333.15,6.56,6.56
-3.38985,1,344.32,11.56,11.56
-3.38853,1,301.5,1.04,1.04
-3.38847,1,352.7,8.89,8.89
-3.38786,1,344.34,4.37,4.37
-3.38665,1,336.14,3.97,3.97
-3.38581,1,330.9,3.62,3.62
-3.38558,1,336.82,6.72,6.72
-3.38527,1,333.6,18.89,18.89
-3.38522,1,345.23,6.08,6.08
-3.38513,1,330.17,0.96,0.96
-3.38503,1,330.16,2.04,2.04
-3.38423,1,334.08,5.17,5.17
-3.38298,1,310.43,0.96,0.96
-3.3827,1,341.67,4.89,4.89
-3.38249,1,335.53,4.94,4.94
-3.38188,1,330.87,8.89,8.89
-3.38131,1,346.05,3.67,3.67
-3.38001,1,301.66,0.56,0.56
-3.3798,1,337.87,5.48,5.48
-3.37924,1,328.61,4.2,4.2
-3.37742,1,336.24,4.43,4.43
-3.37735,1,338.86,4.25,4.25
-3.37602,1,307.57,1.56,1.56
-3.37509,1,341.39,15.69,15.69
-3.3738,1,303.3,0.86,0.86
-3.3733,1,343.62,7.8,7.8
-3.37295,1,336.95,4.32,4.32
-3.37294,1,305.78,0.8,0.8
-3.37192,1,331.88,3.73,3.73
-3.37105,1,329.74,5.21,5.21
-3.37074,1,343.13,54.09,54.09
-3.37003,1,332.93,22.21,22.21
-3.36974,1,306.76,1.79,1.79
-3.36465,1,331.91,11.38,11.38
-3.36381,1,331.17,7.65,7.65
-3.36284,1,343.7,21.9,21.9
-3.36149,1,334.6,3.05,3.05
-3.36103,1,343.04,11.47,11.47
-3.35909,1,315.93,1.66,1.66
-3.35823,1,305.01,1.95,1.95
-3.35752,1,336.67,2.92,2.92
-3.35455,1,333.19,4.9,4.9
-3.34937,1,334.57,8.95,8.95
-3.34843,1,303.93,0.62,0.62
-3.34539,1,297.38,1.14,1.14
-3.34532,1,336.74,2.99,2.99
-3.34484,1,331.18,2.61,2.61
-3.34264,1,304.94,0.58,0.58
-3.3384,1,331.4,4.11,4.11
-3.33824,1,335.94,28.01,28.01
-3.33791,1,309.94,1.88,1.88
-3.33485,1,307.94,1.08,1.08
-3.33464,1,336.78,6.21,6.21
-3.33248,1,308.85,1.2,1.2
-3.3323,1,334.67,4.19,4.19
-3.33173,1,367,11.34,11.34
-3.33168,1,335.76,34.43,34.43
-3.33092,1,339.66,2.43,2.43
-3.33032,1,329.86,2.43,2.43
-3.32916,1,330.93,2.77,2.77
-3.32825,1,303.38,1.45,1.45
-3.32789,1,331.52,5.67,5.67
-3.32648,1,334.26,8.95,8.95
-3.32471,1,299.74,1.79,1.79
-3.32394,1,351.07,20.96,20.96
-3.3222,1,339.84,3.15,3.15
-3.32062,1,340.29,10.88,10.88
-3.32036,1,367,11.88,11.88
-3.32026,1,331.72,4.72,4.72
-3.31933,1,367,11.88,11.88
-3.31476,1,332.6,5.63,5.63
-3.3121,1,356.04,29.94,29.94
-3.31032,1,331.79,5.64,5.64
-3.30907,1,344.59,8.51,8.51
-3.3085,1,351.94,11.62,11.62
-3.30827,1,333.3,4.21,4.21
-3.30783,1,329.6,3.63,3.63
-3.3074,1,331.16,1.67,1.67
-3.30687,1,354.59,26.59,26.59
-3.30629,1,328.96,2.48,2.48
-3.30624,1,334.48,8.07,8.07
-3.3061,1,331.74,2.67,2.67
-3.30592,1,351.19,22.16,22.16
-3.30563,1,334.29,1.52,1.52
-3.30521,1,339.71,7.47,7.47
-3.3039,1,333.67,1.91,1.91
-3.29359,1,329.83,2.46,2.46
-3.29142,1,346.08,16.43,16.43
-3.29115,1,334.01,2.97,2.97
-3.29033,1,340.22,3.4,3.4
-3.28005,1,339.63,2.7,2.7
-3.27949,1,308.46,0.57,0.57
-3.27602,1,341.89,18.32,18.32
-3.27384,1,301.33,2.12,2.12
-3.27309,1,335.52,3.42,3.42
-3.27294,1,349.04,10.38,10.38
-3.27183,1,341.43,3.9,3.9
-3.27029,1,311.75,1.14,1.14
-3.26961,1,302.64,1.37,1.37
-3.2683,1,345.49,6.13,6.13
-3.26828,1,304.59,4.5,4.5
-3.26767,1,331.74,3.21,3.21
-3.26503,1,367,16.05,16.05
-3.26463,1,346.57,12.48,12.48
-3.26443,1,328.54,2.27,2.27
-3.26395,1,313.05,2.55,2.55
-3.26261,1,337.65,6.41,6.41
-3.26148,1,334.11,2.45,2.45
-3.26067,1,326.37,2.22,2.22
-3.25895,1,310.08,0.95,0.95
-3.25894,1,333.65,4.76,4.76
-3.25883,1,334.81,4.55,4.55
-3.25713,1,334.08,3.79,3.79
-3.25581,1,333.85,4.85,4.85
-3.25477,1,340.34,4.21,4.21
-3.25448,1,347.96,6.41,6.41
-3.25232,1,345.27,14.52,14.52
-3.25149,1,303.37,0.59,0.59
-3.24958,1,341.95,5.1,5.1
-3.24726,1,330.86,8.68,8.68
-3.24686,1,333.37,3.89,3.89
-3.23951,1,333.66,2.86,2.86
-3.23915,1,333.27,3.16,3.16
-3.23844,1,324.28,6.54,6.54
-3.2384,1,333.09,4.15,4.15
-3.23735,1,327.5,2.65,2.65
-3.23685,1,331.1,2.28,2.28
-3.23568,1,343.12,11.69,11.69
-3.23529,1,344.99,5.73,5.73
-3.23512,1,333.79,7.54,7.54
-3.23489,1,332.25,3.1,3.1
-3.23486,1,347.31,11.09,11.09
-3.23338,1,305.05,1.69,1.69
-3.23326,1,336.24,6.68,6.68
-3.23185,1,330.57,6.31,6.31
-3.22901,1,343.22,9.75,9.75
-3.2287,1,331.36,2.15,2.15
-3.22829,1,302.04,0.98,0.98
-3.2276,1,329.98,1.94,1.94
-3.22618,1,340.73,8.35,8.35
-3.2258,1,367,25.44,25.44
-3.22564,1,339.28,5.98,5.98
-3.22529,1,303.28,1.92,1.92
-3.22475,1,301.54,0.81,0.81
-3.22451,1,333.91,2.87,2.87
-3.22413,1,340.66,8.26,8.26
-3.22398,1,335.74,7.17,7.17
-3.22344,1,336.8,2.92,2.92
-3.22291,1,336.28,6.43,6.43
-3.22233,1,328.5,6.13,6.13
-3.22197,1,301.23,1.51,1.51
-3.22178,1,305,0.58,0.58
-3.22115,1,308.58,1.08,1.08
-3.22081,1,343.88,7.43,7.43
-3.22053,1,319.59,1.72,1.72
-3.21974,1,337.33,23.35,23.35
-3.21968,1,333.58,6.17,6.17
-3.21909,1,367,23.35,23.35
-3.21908,1,331.11,2.93,2.93
-3.21893,1,330.68,3.2,3.2
-3.21844,1,340.47,10.99,10.99
-3.21835,1,341.84,10.04,10.04
-3.21818,1,350.9,6.54,6.54
-3.21694,1,325.66,3.07,3.07
-3.21632,1,338.31,4.84,4.84
-3.2155,1,342.78,10.99,10.99
-3.21536,1,335.99,28.32,28.32
-3.21506,1,333.58,21.77,21.77
-3.21495,1,367,11.92,11.92
-3.21485,1,335.17,6.32,6.32
-3.21437,1,336.7,9.25,9.25
-3.21213,1,329.51,2.7,2.7
-3.212,1,330.81,1.18,1.18
-3.21157,1,332.92,6.82,6.82
-3.2093,1,334.41,2.33,2.33
-3.2086,1,335.54,2.77,2.77
-3.20732,1,326.43,3.52,3.52
-3.20669,1,331.88,4.88,4.88
-3.20495,1,315.93,11.38,11.38
-3.20443,1,338.71,4.52,4.52
-3.20391,1,334.23,11.18,11.18
-3.20352,1,335.34,4.08,4.08
-3.20123,1,329.37,3.35,3.35
-3.20082,1,303.11,1.54,1.54
-3.20076,1,339.14,8.39,8.39
-3.20054,1,333.82,4.92,4.92
-3.2005,1,316.57,1.8,1.8
-3.20046,1,308.25,1.07,1.07
-3.20023,1,332.03,8.36,8.36
-3.19991,1,343.57,6.79,6.79
-3.19925,1,338.47,2.96,2.96
-3.19803,1,342.3,8.93,8.93
-3.19769,1,330.82,2.46,2.46
-3.19741,1,333.04,5.74,5.74
-3.19612,1,341,28.84,28.84
-3.19592,1,306.23,0.7,0.7
-3.19562,1,340.28,5.54,5.54
-3.19498,1,332.11,8.76,8.76
-3.19475,1,336.35,6.22,6.22
-3.1944,1,337.02,4.65,4.65
-3.19427,1,327.44,3.27,3.27
-3.194,1,332.76,8.88,8.88
-3.19329,1,346.96,16.46,16.46
-3.19328,1,333.1,2.39,2.39
-3.19251,1,336.27,4.81,4.81
-3.1922,1,310.79,1,1
-3.19136,1,333.69,6.31,6.31
-3.19128,1,332.67,4.25,4.25
-3.19087,1,340.46,6.82,6.82
-3.19083,1,328.58,2.9,2.9
-3.19067,1,334.51,4.29,4.29
-3.19018,1,348.11,5.16,5.16
-3.19015,1,301.66,0.6,0.6
-3.19009,1,341.59,5.49,5.49
-3.18921,1,344.25,10.35,10.35
-3.18804,1,329.61,7.99,7.99
-3.18803,1,334.56,6.37,6.37
-3.18676,1,331.18,2.97,2.97
-3.1859,1,343.82,14.32,14.32
-3.1845,1,313.14,10.38,10.38
-3.18439,1,333.1,4.09,4.09
-3.1839,1,342.75,6.15,6.15
-3.18188,1,336.3,5.93,5.93
-3.18116,1,331.04,2.63,2.63
-3.17999,1,367,4.84,4.84
-3.17945,1,334.84,3.17,3.17
-3.17789,1,336.33,6.39,6.39
-3.17731,1,331.96,4.01,4.01
-3.1771,1,328.04,3.33,3.33
-3.17657,1,330.94,3.63,3.63
-3.17545,1,312.53,1.67,1.67
-3.17514,1,343.09,16.95,16.95
-3.17172,1,337,6.82,6.82
-3.1691,1,341.99,10.56,10.56
-3.16882,1,341.62,8.97,8.97
-3.16779,1,329.32,2.3,2.3
-3.16694,1,300.77,0.87,0.87
-3.16563,1,305.76,0.89,0.89
-3.16457,1,329.45,4.41,4.41
-3.16353,1,335.41,5.28,5.28
-3.16093,1,336.74,3.5,3.5
-3.15975,1,329.07,3.96,3.96
-3.15953,1,328.36,3.49,3.49
-3.15889,1,331.83,2.55,2.55
-3.15751,1,367,13.07,13.07
-3.15739,1,306.23,1.74,1.74
-3.15689,1,351.35,4.51,4.51
-3.15585,1,341.36,8.5,8.5
-3.15572,1,331.68,1.67,1.67
-3.15551,1,327.42,1.38,1.38
-3.15529,1,332.9,3.08,3.08
-3.15504,1,334.18,45.58,45.58
-3.15501,1,336.45,7.81,7.81
-3.1545,1,354.14,4.14,4.14
-3.15444,1,329.44,4.72,4.72
-3.15429,1,330.58,3.18,3.18
-3.15366,1,335.75,9.13,9.13
-3.15347,1,336.89,3.39,3.39
-3.15234,1,317.24,2.84,2.84
-3.15158,1,338,8.29,8.29
-3.15137,1,339.74,3.06,3.06
-3.15106,1,330.13,3.58,3.58
-3.14911,1,331.02,2.78,2.78
-3.14863,1,328.01,1.65,1.65
-3.14842,1,335.64,6.14,6.14
-3.14822,1,350.91,8.38,8.38
-3.14816,1,347.04,6.57,6.57
-3.1461,1,335.62,4.8,4.8
-3.14434,1,367,14.49,14.49
-3.14402,1,312.12,1.04,1.04
-3.14387,1,328.32,1.65,1.65
-3.14316,1,329.39,2.7,2.7
-3.14295,1,326.3,4.25,4.25
-3.14289,1,336.65,11.46,11.46
-3.14274,1,335.26,7.75,7.75
-3.14251,1,331.67,6.01,6.01
-3.14209,1,334.45,22.1,22.1
-3.14126,1,332.71,4.95,4.95
-3.14,1,331.5,9.66,9.66
-3.13954,1,331.97,11.99,11.99
-3.13938,1,332.53,4.97,4.97
-3.13931,1,326.01,4.54,4.54
-3.13912,1,340.43,15.48,15.48
-3.13881,1,330.61,7.97,7.97
-3.13836,1,330.24,2.52,2.52
-3.13801,1,343.29,5.77,5.77
-3.13762,1,324.73,0.6,0.6
-3.13751,1,328.96,9.14,9.14
-3.13734,1,332.95,1.77,1.77
-3.13637,1,312.59,1.1,1.1
-3.13569,1,334.19,7.54,7.54
-3.13484,1,335.53,2.14,2.14
-3.1347,1,328.17,2.28,2.28
-3.13439,1,344.19,9.69,9.69
-3.13412,1,345.37,57.57,57.57
-3.13382,1,329.2,3.18,3.18
-3.13378,1,335.43,4.71,4.71
-3.13376,1,338.28,6.36,6.36
-3.13372,1,336.69,7.68,7.68
-3.13338,1,346.5,22,22
-3.13323,1,331.83,4.23,4.23
-3.13291,1,339.46,4.2,4.2
-3.13274,1,341.2,5.3,5.3
-3.132,1,336.41,2.44,2.44
-3.13079,1,336.99,5.28,5.28
-3.13078,1,331.29,4.51,4.51
-3.13064,1,332.77,4.26,4.26
-3.12984,1,332.92,2.64,2.64
-3.12911,1,342.17,10.52,10.52
-3.12845,1,328.11,0.64,0.64
-3.12786,1,331.42,2.47,2.47
-3.12741,1,313.11,1.59,1.59
-3.1262,1,332.22,2.83,2.83
-3.12598,1,335.09,6.7,6.7
-3.12592,1,306.7,1.04,1.04
-3.12556,1,327.22,2.57,2.57
-3.12529,1,339.57,4,4
-3.12481,1,334.85,6.72,6.72
-3.1246,1,341.14,4.97,4.97
-3.12435,1,338.62,10.3,10.3
-3.12427,1,367,11.47,11.47
-3.12377,1,351.46,8.7,8.7
-3.12371,1,338.81,4.14,4.14
-3.12301,1,332.15,3.56,3.56
-3.12282,1,306.74,0.56,0.56
-3.1226,1,334.3,1.28,1.28
-3.12198,1,325.06,4.31,4.31
-3.12174,1,308.41,1.31,1.31
-3.12125,1,332.41,3.56,3.56
-3.12111,1,329.59,2.41,2.41
-3.12081,1,326.7,2.21,2.21
-3.1208,1,345.46,7.36,7.36
-3.12069,1,302.82,0.57,0.57
-3.12049,1,331.88,2.27,2.27
-3.1197,1,333.48,9.99,9.99
-3.119,1,352.81,11.38,11.38
-3.11853,1,351.12,6.99,6.99
-3.11842,1,302.24,1.26,1.26
-3.11757,1,337.49,22,22
-3.11756,1,333.85,5.97,5.97
-3.11749,1,329.78,3.13,3.13
-3.11697,1,337.41,4.04,4.04
-3.1166,1,367,7.54,7.54
-3.11656,1,344.04,9.6,9.6
-3.11482,1,331.23,5.13,5.13
-3.11433,1,334.48,1.73,1.73
-3.11418,1,313.46,2.65,2.65
-3.1139,1,298.38,0.5,0.5
-3.11381,1,328.94,1.86,1.86
-3.11336,1,367,16.9,16.9
-3.11291,1,344.16,7.15,7.15
-3.11249,1,339.26,21.19,21.19
-3.11032,1,344.82,8.45,8.45
-3.10967,1,326.49,3.15,3.15
-3.10903,1,343.02,12.43,12.43
-3.10799,1,330.92,7.94,7.94
-3.10608,1,347.63,11.37,11.37
-3.10479,1,352.41,7.88,7.88
-3.10388,1,327.72,4.31,4.31
-3.10362,1,340.29,5.14,5.14
-3.10358,1,333.09,2.37,2.37
-3.10286,1,327.6,3.44,3.44
-3.10245,1,354.97,25.52,25.52
-3.10205,1,313.02,1.29,1.29
-3.10122,1,352.21,5.48,5.48
-3.10112,1,310,0.63,0.63
-3.10065,1,334.13,4.95,4.95
-3.1001,1,331.85,3.85,3.85
-3.09774,1,332.67,2.74,2.74
-3.0967,1,327.82,2.95,2.95
-3.09332,1,349.81,8.64,8.64
-3.09317,1,329.84,7.62,7.62
-3.08884,1,348.58,31.01,31.01
-3.0887,1,333.59,3.64,3.64
-3.08621,1,333.23,3.22,3.22
-3.08484,1,302.93,1.87,1.87
-3.08406,1,339.5,7.88,7.88
-3.08353,1,332.02,1.97,1.97
-3.08349,1,344.96,7.62,7.62
-3.08176,1,332.59,5.56,5.56
-3.08163,1,346.58,4.79,4.79
-3.08013,1,339.81,7.91,7.91
-3.07997,1,333.41,7.44,7.44
-3.07971,1,330.7,2.39,2.39
-3.07926,1,336.1,9.46,9.46
-3.07922,1,308.55,1.93,1.93
-3.07746,1,301.88,0.6,0.6
-3.0768,1,330.59,1.77,1.77
-3.07654,1,306.1,0.65,0.65
-3.07642,1,314.63,1.57,1.57
-3.07623,1,329.93,2.88,2.88
-3.07588,1,329.34,1.83,1.83
-3.07569,1,337.06,7.05,7.05
-3.07563,1,305.81,0.71,0.71
-3.07547,1,330.33,1.74,1.74
-3.0742,1,333.18,3.28,3.28
-3.07399,1,344.36,7.12,7.12
-3.07116,1,332.48,2.51,2.51
-3.06879,1,315.14,2.87,2.87
-3.06635,1,340.86,11.4,11.4
-3.06597,1,334.97,5.33,5.33
-3.06432,1,335.43,2.68,2.68
-3.06285,1,329.47,2.6,2.6
-3.06121,1,343.57,8.1,8.1
-3.06118,1,328.86,1.97,1.97
-3.06061,1,342.96,3.76,3.76
-3.05992,1,331.93,3.11,3.11
-3.05836,1,338.99,11.85,11.85
-3.05806,1,345.18,8.53,8.53
-3.0575,1,343.04,12.75,12.75
-3.04865,1,306.17,0.5,0.5
-3.04848,1,332.16,3.15,3.15
-3.0471,1,339.85,4.87,4.87
-3.04555,1,345.6,10.41,10.41
-3.04481,1,336.25,5.09,5.09
-3.04406,1,332.78,3.48,3.48
-3.04261,1,367,14.46,14.46
-3.04,1,343.1,6.76,6.76
-3.0339,1,311.8,1.55,1.55
